,OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFABuilding,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse_kBtu,SteamUse_kBtu,Electricity_kBtu,NaturalGas_kBtu,OtherFuelUse_kBtu,GHGEmissions_MetricTonsCO2e,GHGEmissionsIntensity_kgCO2e_ft2
6065,26739,Multifamily MR (5-9),Mid-Rise Multifamily,NORTH,1.0,33456,20058.0,13398.0,0.0,,93.0,828020.625,0.0,828021.0,0.0,0.0,5.77,0.17
6066,26740,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,63336,63336.0,0.0,0.0,,53.0,1842562.5,0.0,1842563.0,0.0,0.0,12.85,0.2
6067,26741,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1.0,57278,63236.0,0.0,0.0,,78.0,1924355.75,0.0,1402046.0,522310.0,0.0,37.51,0.59
6068,26742,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1.0,44202,44202.0,1950.0,0.0,,79.0,1128634.75,0.0,1128635.0,0.0,0.0,7.87,0.18
6069,26743,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,80539,66307.0,0.0,0.0,,22.0,6779778.0,0.0,1315485.0,5464293.0,0.0,299.38,3.72
6070,26745,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,45067,45067.0,0.0,0.0,,84.0,2025533.0,0.0,484637.0,1540896.0,0.0,85.22,1.89
6072,26748,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,4.0,90372,78222.0,12150.0,0.0,,83.0,1730431.0,0.0,1730431.0,0.0,0.0,12.06,0.13
6073,26750,Multifamily HR (10+),High-Rise Multifamily,EAST,1.0,67813,67813.0,14924.0,0.0,,77.0,3104171.5,0.0,1698381.0,1405790.0,0.5,86.5,1.28
6074,26751,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1.0,38270,22637.0,5778.0,464.0,,53.0,1038815.188,0.0,699677.0,339138.0,0.18799999996554106,22.89,0.6
6075,26756,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,132150,35415.0,9276.0,7216.0,,,5960927.5,0.0,3569158.0,2391769.0,0.5,151.91,1.15
6076,26759,NonResidential,Warehouse,LAKE UNION,1.0,40028,33222.0,10208.0,6200.0,,80.0,942415.1875,0.0,938199.0,4216.0,0.1875,6.76,0.17
6077,26761,NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,26282,26282.0,18228.0,0.0,,23.0,2188051.25,0.0,2188051.0,0.0,0.25,15.25,0.34
6078,26773,NonResidential,Worship Facility,NORTH,1.0,21624,21624.0,0.0,0.0,,90.0,666687.0,0.0,313117.0,353571.0,0.0,20.96,0.97
6079,26789,Multifamily MR (5-9),Mid-Rise Multifamily,NORTH,1.0,81608,57731.0,23877.0,0.0,,95.0,1545519.375,0.0,1508878.0,36641.0,0.375,12.46,0.15
6080,26807,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1.0,21841,21841.0,600.0,0.0,,,455798.81259999995,0.0,455799.0,0.0,0.0,3.18,0.15
6082,26820,Multifamily LR (1-4),Low-Rise Multifamily,Northwest,1.0,21880,16567.0,3844.0,1469.0,,,895310.0,0.0,895311.0,0.0,0.0,6.24,0.29
6084,26825,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1.0,24621,24621.0,0.0,0.0,,96.0,598857.625,0.0,598858.0,0.0,0.0,4.17,0.17
6085,26829,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,40420,40420.0,0.0,0.0,,96.0,1385697.0,0.0,750534.0,635163.0,0.0,38.97,0.96
6086,26832,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,75477,75477.0,0.0,0.0,,16.0,4486477.0,0.0,3139197.0,1347280.0,0.0,93.44,1.24
6087,26833,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,21600,11600.0,10000.0,0.0,,,1539176.625,0.0,1069041.0,470135.0,0.625,32.42,1.5
6088,26834,NonResidential,Mixed Use Property,DOWNTOWN,1.0,20620,10060.0,5280.0,5280.0,,,747456.75,0.0,410059.0,337398.0,0.0,20.78,1.01
6089,26835,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,36000,28800.0,7200.0,0.0,,6.0,1319572.75,0.0,1319573.0,0.0,0.0,9.2,0.26
6090,26837,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,35170,35000.0,6000.0,6000.0,,99.0,2184336.5,0.0,1454346.0,729991.0,0.0,48.91,1.03
6091,26838,NonResidential,Hotel,DOWNTOWN,1.0,40552,40552.0,0.0,0.0,,99.0,1200180.75,0.0,227435.0,972746.0,0.0,53.25,1.31
6092,26839,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,34848,37416.0,3172.0,946.0,,,3776768.25,0.0,849497.0,2927271.0,0.25,161.39,4.63
6093,26841,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,27494,18186.0,9308.0,0.0,,,652342.5,0.0,652342.0,0.0,0.5,4.55,0.17
6094,26842,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,23200,23200.0,0.0,0.0,,62.0,842511.0,0.0,842511.0,0.0,0.0,5.87,0.25
6095,26843,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,97737,97737.0,0.0,0.0,,85.0,2747172.75,0.0,2143104.0,604068.0,0.75,47.02,0.48
6096,26844,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,76094,75565.0,0.0,0.0,,40.0,3634625.75,0.0,2658056.0,976569.0,0.75,70.4,0.93
6097,26845,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,27600,18799.0,0.0,0.0,,76.0,851651.1875,0.0,851651.0,0.0,0.1875,5.94,0.22
6098,26846,Multifamily MR (5-9),Senior Care Community,DOWNTOWN,1.0,134974,107312.0,27662.0,0.0,,100.0,4760734.0,0.0,2316332.0,2444402.0,0.0,145.97,1.08
6099,26847,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,31432,23059.0,7125.0,1248.0,,,1439572.375,0.0,1439572.0,0.0,0.375,10.04,0.32
6100,26848,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,67590,75830.0,2500.0,0.0,,,3629002.5,0.0,1102237.0,2526765.0,0.5,141.88,2.1
6102,26850,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,24171,14400.0,7200.0,2571.0,,,843267.0,0.0,396686.0,446581.0,0.0,26.48,1.1
6104,26855,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,34560,20520.0,14400.0,0.0,,94.0,1023327.75,0.0,687429.0,335899.0,0.0,22.63,0.65
6105,26857,Multifamily LR (1-4),Low-Rise Multifamily,BALLARD,1.0,57770,34200.0,0.0,0.0,,71.0,1048813.5,0.0,1048814.0,0.0,0.0,7.31,0.13
6106,26862,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,2.0,23341,23341.0,0.0,0.0,,90.0,609921.375,0.0,454492.0,155430.0,0.0,11.42,0.49
6108,26880,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,65042,65042.0,0.0,0.0,,41.0,2125323.5,0.0,2125323.0,0.0,0.5,14.82,0.23
6109,26881,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1.0,143960,99564.0,34610.0,0.0,,97.0,2993610.0,0.0,2073022.0,920588.0,0.0,63.34,0.44
6110,26883,NonResidential,Other,CENTRAL,1.0,25864,13364.0,8420.0,0.0,,,1028277.313,0.0,433559.0,594718.0,0.31299999996554106,34.61,1.34
6111,26896,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,20004,15346.0,4658.0,0.0,,,471113.3125,0.0,471113.0,0.0,0.3125,3.28,0.16
6112,26898,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,36300,36300.0,0.0,0.0,,98.0,608199.625,0.0,608200.0,0.0,0.0,4.24,0.12
6113,26902,Multifamily LR (1-4),University,NORTHEAST,1.0,20008,20008.0,0.0,0.0,,,1516415.5,0.0,375554.0,1140862.0,0.0,63.21,3.16
6114,26905,NonResidential,Other,NORTHEAST,1.0,20686,20686.0,0.0,0.0,,,1207504.0,0.0,464268.0,743236.0,0.0,42.71,2.06
6115,26906,NonResidential,Residence Hall,NORTHEAST,1.0,22124,22124.0,0.0,0.0,,82.0,637685.0,0.0,637685.0,0.0,0.0,4.45,0.2
6116,26907,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,34795,36112.0,18255.0,0.0,,95.0,1079505.0,0.0,1079505.0,0.0,0.0,7.53,0.22
6117,26908,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,23800,13200.0,10600.0,0.0,,,492807.6875,0.0,492807.0,0.0,0.6875,3.44,0.14
6118,26909,NonResidential,Residence Hall,NORTHEAST,1.0,27487,27487.0,0.0,0.0,,82.0,1594504.75,0.0,406046.0,1188459.0,0.0,65.95,2.4
6119,26911,NonResidential,Residence Hall,NORTHEAST,1.0,23616,23616.0,0.0,0.0,,55.0,1656420.25,0.0,743927.0,912493.0,0.25,53.65,2.27
6120,26919,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,20629,20629.0,0.0,0.0,,52.0,1209433.5,0.0,342094.0,867339.0,0.5,48.45,2.35
6121,26922,NonResidential,Residence Hall,NORTHEAST,1.0,33448,33448.0,0.0,0.0,,78.0,998633.5,0.0,998633.0,0.0,0.5,6.96,0.21
6122,26924,Nonresidential COS,Mixed Use Property,EAST,1.0,22388,11074.0,8183.0,6569.0,,,2217620.0,0.0,791940.0,1425680.0,0.0,81.24,2.75
6123,26930,NonResidential,Senior Care Community,CENTRAL,1.0,74840,74840.0,0.0,0.0,,48.0,8268496.5,0.0,4111042.0,4157454.0,0.5,249.46,3.33
6124,26933,Nonresidential COS,Other,CENTRAL,1.0,20992,24600.0,4625.0,1665.0,,,2473302.0,0.0,576892.0,1896410.0,0.0,104.74,4.99
6125,26939,NonResidential,K-12 School,CENTRAL,1.0,22344,22344.0,0.0,0.0,,40.0,1522596.5,0.0,555586.0,967011.0,0.0,55.23,2.47
6126,26940,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1.0,24980,24980.0,0.0,0.0,,44.0,1346978.5,0.0,839310.0,507669.0,0.0,32.81,1.31
6127,26948,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1.0,24415,24415.0,0.0,0.0,,76.0,727374.375,0.0,727375.0,0.0,0.0,5.07,0.21
6128,26951,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1.0,31300,31300.0,0.0,0.0,,100.0,770175.625,0.0,460051.0,310125.0,0.0,19.68,0.63
6129,26956,NonResidential,University,EAST,1.0,31900,26000.0,0.0,0.0,,,2466100.0,0.0,753713.0,1712387.0,0.0,96.2,3.02
6130,26961,Nonresidential COS,Other,BALLARD,1.0,29417,18489.0,8946.0,1445.0,,,1631479.125,0.0,658940.0,972539.0,0.125,56.25,1.91
6132,26979,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1.0,42848,42908.0,15089.0,0.0,,98.0,952635.375,0.0,952635.0,0.0,0.375,6.64,0.11
6133,26980,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1.0,54300,41057.0,10555.0,2688.0,,84.0,1201587.125,0.0,1201587.0,0.0,0.125,8.38,0.15
6134,26984,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,220018,174428.0,45590.0,0.0,,2.0,10046434.0,0.0,8615277.0,1431156.0,1.0,136.07,0.62
6135,26986,NonResidential,Supermarket / Grocery Store,SOUTHWEST,1.0,31841,30899.0,942.0,0.0,,,13140574.0,0.0,6365315.0,6775259.0,0.0,404.21,12.69
6136,26989,Multifamily LR (1-4),Senior Care Community,SOUTHWEST,1.0,57566,57566.0,0.0,0.0,,35.0,4215991.5,0.0,2870024.0,1345967.0,0.5,91.49,1.19
6137,26993,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,20064,20064.0,0.0,0.0,,,1257144.5,0.0,177184.0,1079961.0,0.0,58.59,2.92
6138,26994,NonResidential,Mixed Use Property,EAST,1.0,21036,11021.0,8164.0,7280.0,,,2735811.5,0.0,1450920.0,1284891.0,0.5,78.36,3.73
6139,26995,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,81120,37000.0,6000.0,6000.0,,98.0,1591124.75,0.0,1591125.0,0.0,0.0,11.09,0.14
6140,26997,NonResidential,Mixed Use Property,NORTHEAST,1.0,32928,24288.0,16710.0,16128.0,,9.0,5652231.0,0.0,5652230.0,0.0,1.0,39.4,1.2
6143,27013,NonResidential,Warehouse,GREATER DUWAMISH,1.0,44476,41256.0,0.0,0.0,,33.0,1368120.5,0.0,931104.0,437016.0,0.5,29.7,0.67
6144,27016,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,35017,19785.0,10234.0,0.0,,66.0,1295485.25,0.0,904631.0,390854.0,0.25,27.06,0.77
6145,27020,NonResidential,Residence Hall,NORTHEAST,1.0,29084,26000.0,0.0,0.0,,66.0,1632498.25,0.0,560665.0,1071834.0,0.0,60.83,2.09
6146,27029,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1.0,100234,100234.0,0.0,0.0,,91.0,5089903.0,0.0,891267.0,4198636.0,0.0,229.2,2.29
6147,27033,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1.0,37361,37361.0,0.0,0.0,,61.0,1416470.25,0.0,727691.0,688779.0,0.25,41.65,1.11
6148,27039,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,35655,24389.0,5516.0,0.0,,29.0,1394408.25,0.0,945062.0,449346.0,0.25,30.45,0.85
6149,27040,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1.0,48441,29302.0,19139.0,0.0,,,2003447.625,0.0,1665394.0,338053.0,0.625,29.56,0.61
6150,27042,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,223150,156378.0,71557.0,66772.0,,69.0,19234064.0,0.0,14368621.0,4865441.0,2.0,358.57,1.22
6151,27047,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1.0,103931,92835.0,43979.0,0.0,,84.0,2845428.5,0.0,2845428.0,0.0,0.5,19.84,0.19
6152,27049,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,36115,30106.0,0.0,0.0,,,768325.6875,0.0,768325.0,0.0,0.6875,5.36,0.15
6153,27059,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,56867,58849.0,29868.0,4312.0,,55.0,2645481.25,0.0,2107108.0,538373.0,0.25,43.28,0.49
6154,27071,Multifamily HR (10+),Senior Care Community,MAGNOLIA / QUEEN ANNE,1.0,197819,186486.0,43568.0,11335.0,,46.0,9161371.0,0.0,9161370.0,0.0,1.0,63.87,0.26
6155,27080,NonResidential,Worship Facility,SOUTHEAST,1.0,22952,22962.0,0.0,0.0,,98.0,470666.375,0.0,123878.0,346789.0,0.0,19.28,0.84
6156,27081,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1.0,108066,71549.0,4081.0,0.0,,,2022990.25,0.0,2022991.0,0.0,0.0,14.1,0.13
6157,27082,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,26528,26528.0,0.0,0.0,,,664913.75,0.0,664914.0,0.0,0.0,4.64,0.17
6158,27089,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,29618,29618.0,9500.0,0.0,,57.0,1164052.5,0.0,1164053.0,0.0,0.0,8.12,0.27
6159,27090,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1.0,20851,20851.0,0.0,0.0,,92.0,515571.0938,0.0,399856.0,115715.0,0.09379999997327104,8.93,0.43
6160,27095,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1.0,36792,36792.0,12960.0,0.0,,65.0,1285646.5,0.0,831314.0,454333.0,0.0,29.93,0.81
6161,27096,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1.0,23512,23512.0,0.0,0.0,,84.0,667871.125,0.0,487459.0,180412.0,0.125,12.98,0.55
6162,27097,Multifamily LR (1-4),Low-Rise Multifamily,Central,1.0,49518,49528.0,0.0,0.0,,42.0,1817513.0,0.0,996187.0,821326.0,0.0,50.57,1.02
6163,27100,Multifamily HR (10+),Hotel,DOWNTOWN,1.0,326516,252462.0,145594.0,22801.0,,3.0,59107620.0,19654762.0,24332652.0,15120205.0,1.0,2489.78,7.63
6164,27102,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,28277,28227.0,2500.0,0.0,,94.0,678663.3125,0.0,678663.0,0.0,0.3125,4.73,0.17
6165,27103,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,21602,21602.0,0.0,0.0,,95.0,572654.3125,0.0,350142.0,222512.0,0.3125,14.26,0.66
6166,27105,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,65689,65689.0,0.0,0.0,,73.0,1384693.5,0.0,1384693.0,0.0,0.5,9.65,0.15
6167,27107,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1.0,109222,109222.0,44616.0,0.0,,87.0,3151107.75,0.0,2881906.0,269201.0,0.75,34.39,0.31
6168,27114,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,2.0,21596,21596.0,0.0,0.0,,77.0,562495.625,0.0,562496.0,0.0,0.0,3.92,0.18
6169,27117,NonResidential,Warehouse,GREATER DUWAMISH,1.0,21040,21040.0,0.0,0.0,,43.0,592088.125,0.0,266815.0,325273.0,0.125,19.14,0.91
6170,27122,NonResidential,Warehouse,GREATER DUWAMISH,1.0,28032,30000.0,0.0,0.0,,52.0,1321065.0,0.0,510536.0,810529.0,0.0,46.61,1.66
6171,27131,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,25620,25620.0,0.0,0.0,,82.0,550324.1875,0.0,189949.0,360375.0,0.1875,20.46,0.8
6172,27141,NonResidential,Warehouse,DOWNTOWN,1.0,33238,33238.0,0.0,0.0,,14.0,1632472.0,0.0,1632472.0,0.0,0.0,11.38,0.34
6173,27142,NonResidential,K-12 School,EAST,1.0,27800,11093.0,0.0,0.0,,8.0,1181428.5,0.0,528460.0,652969.0,0.0,38.36,1.38
6174,27144,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1.0,26255,26255.0,0.0,0.0,,,713821.75,0.0,517091.0,196731.0,0.0,14.05,0.54
6175,27145,NonResidential,Large Office,DOWNTOWN,1.0,706176,222807.0,78049.0,5171.0,20172016,82.0,13270687.0,0.0,13270685.0,0.0,2.0,92.52,0.13
6176,27146,Multifamily LR (1-4),Low-Rise Multifamily,Central,1.0,21158,17635.0,0.0,0.0,,,462465.0,0.0,462466.0,0.0,0.0,3.22,0.15
6177,27154,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,26355,26355.0,0.0,0.0,,1.0,1829122.375,0.0,863026.0,966096.0,0.375,57.33,2.18
6178,27160,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,74162,62285.0,4000.0,597.0,,,2646523.5,0.0,2273804.0,372719.0,0.5,35.65,0.48
6179,27162,NonResidential,Supermarket / Grocery Store,SOUTHWEST,1.0,33706,31746.0,0.0,0.0,,22.0,8687690.0,0.0,5528496.0,3159194.0,0.0,206.33,6.12
6180,27166,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1.0,27984,27984.0,0.0,0.0,,25.0,1059605.625,0.0,1059605.0,0.0,0.625,7.39,0.26
6181,27184,NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,37600,18400.0,16200.0,3000.0,,,2171751.5,0.0,472249.0,1699502.0,0.5,93.55,2.49
6182,27189,Multifamily HR (10+),High-Rise Multifamily,EAST,1.0,139127,139127.0,0.0,0.0,,68.0,5106786.5,0.0,5106786.0,0.0,0.5,35.6,0.26
6183,27192,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,26153,22729.0,2739.0,0.0,,80.0,593543.3125,0.0,593543.0,0.0,0.3125,4.14,0.16
6184,27195,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,95611,95611.0,0.0,0.0,,50.0,8058913.5,0.0,1315806.0,6743107.0,0.5,367.3,3.84
6185,27196,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,32980,32980.0,0.0,0.0,,72.0,1383204.25,0.0,825825.0,557379.0,0.25,35.36,1.07
6186,27198,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,187080,181135.0,5410.0,0.0,,86.0,6454820.0,0.0,5345013.0,1109806.0,1.0,96.2,0.51
6187,27199,Multifamily HR (10+),High-Rise Multifamily,EAST,1.0,94000,140000.0,24000.0,2500.0,,,5143676.5,0.0,3542770.0,1600906.0,0.5,109.72,1.17
6188,27201,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1.0,35333,30933.0,4400.0,0.0,,61.0,919909.375,0.0,919910.0,0.0,0.0,6.41,0.18
6189,27203,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1.0,39331,39331.0,14400.0,0.0,,52.0,1326764.25,0.0,1089106.0,237658.0,0.25,20.21,0.51
6190,27204,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1.0,57486,48438.0,9048.0,0.0,,93.0,1297633.75,0.0,1297633.0,0.0,0.75,9.05,0.16
6191,27205,SPS-District K-12,K-12 School,NORTHWEST,1.0,42128,42128.0,0.0,0.0,2016,93.0,1709307.5,0.0,893537.0,815770.0,0.5,49.55,1.18
6192,27212,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,77966,77966.0,25921.0,0.0,,85.0,2993032.25,0.0,1509936.0,1483096.0,0.25,89.29,1.15
6193,27213,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,28944,24111.0,0.0,0.0,,39.0,864751.625,0.0,801350.0,63402.0,0.0,8.95,0.31
6194,27216,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,30189,30189.0,8614.0,0.0,,,729361.25,0.0,605240.0,124122.0,0.0,10.81,0.36
6195,27218,Multifamily LR (1-4),Mixed Use Property,Central,1.0,44432,21930.0,17755.0,2906.0,,,1396280.25,0.0,925227.0,471053.0,0.25,31.47,0.71
6196,27225,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,23671,23671.0,0.0,0.0,,50.0,839362.0,0.0,494951.0,344411.0,0.0,21.74,0.92
6198,27232,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,20380,28744.0,8100.0,0.0,,2.0,1310280.5,0.0,1310281.0,0.0,0.0,9.13,0.45
6199,27234,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1.0,29808,25586.0,4222.0,0.0,,80.0,975327.0,0.0,540317.0,435010.0,0.0,26.87,0.9
6200,27235,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,27878,23232.0,0.0,0.0,,53.0,658297.5,0.0,658297.0,0.0,0.5,4.59,0.16
6201,27241,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,23597,19216.0,8029.0,0.0,,,2225265.0,0.0,889920.0,1335346.0,0.0,77.12,3.27
6202,27244,NonResidential,Other,EAST,1.0,33708,33708.0,0.0,0.0,,,786323.5937,166488.4063,567086.0,52750.0,0.0,19.61,0.58
6204,27252,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHEAST,1.0,96205,121000.0,0.0,0.0,,81.0,2986728.0,0.0,2060275.0,926453.0,0.0,63.57,0.52
6205,27258,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,50095,26170.0,15179.0,8746.0,,83.0,981242.3125,0.0,981242.0,0.0,0.3125,6.84,0.14
6206,27260,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,175353,138566.0,6876.0,3212.0,,53.0,6074249.0,0.0,4249700.0,1824548.0,1.0,126.53,0.72
6207,27264,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1.0,26245,26245.0,0.0,0.0,,76.0,750583.25,0.0,750584.0,0.0,0.0,5.23,0.2
6208,27265,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1.0,103345,92010.0,0.0,0.0,,42.0,4018570.0,0.0,3001875.0,1016694.0,1.0,74.92,0.72
6209,27266,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHWEST,1.0,93191,65434.0,27757.0,0.0,,96.0,1878442.25,0.0,1878442.0,0.0,0.25,13.1,0.14
6210,27274,Multifamily LR (1-4),Low-Rise Multifamily,North,1.0,40317,31856.0,0.0,0.0,,51.0,942712.5,0.0,942712.0,0.0,0.5,6.57,0.16
6211,27277,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1.0,31500,24809.0,6691.0,0.0,,94.0,495152.375,0.0,495153.0,0.0,0.0,3.45,0.11
6212,27294,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1.0,21520,21520.0,0.0,0.0,,88.0,440870.4063,0.0,440870.0,0.0,0.40629999997327104,3.07,0.14
6213,27295,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1.0,21580,21580.0,0.0,0.0,,,467930.0,0.0,467930.0,0.0,0.0,3.26,0.15
6214,27296,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1.0,97254,97141.0,0.0,0.0,,73.0,2220053.25,0.0,2220053.0,0.0,0.25,15.48,0.16
6215,27297,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1.0,28899,28899.0,0.0,0.0,,65.0,919266.125,0.0,919266.0,0.0,0.125,6.41,0.22
6216,27298,Multifamily LR (1-4),Low-Rise Multifamily,North,1.0,57496,57496.0,0.0,0.0,,82.0,1204956.5,0.0,1204956.0,0.0,0.5,8.4,0.15
6217,27299,Multifamily LR (1-4),Low-Rise Multifamily,North,1.0,48863,49334.0,0.0,0.0,,86.0,1070085.375,0.0,1070085.0,0.0,0.375,7.46,0.15
6218,27300,Multifamily LR (1-4),Low-Rise Multifamily,North,1.0,165694,180194.0,0.0,0.0,,67.0,4425832.5,0.0,4425832.0,0.0,0.5,30.85,0.19
6219,27301,Multifamily LR (1-4),Low-Rise Multifamily,North,1.0,143369,140047.0,6408.0,0.0,,82.0,3190328.0,0.0,3190327.0,0.0,1.0,22.24,0.16
6220,27302,Multifamily LR (1-4),Low-Rise Multifamily,North,1.0,44230,79013.0,0.0,0.0,,64.0,1859571.75,0.0,1859572.0,0.0,0.0,12.96,0.29
6221,27303,NonResidential,Other,North,1.0,47237,47661.0,0.0,0.0,,,5981430.0,0.0,5981430.0,0.0,0.0,41.7,0.88
6222,27304,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,187139,187139.0,0.0,0.0,,49.0,6772289.0,0.0,5571739.0,1200549.0,1.0,102.6,0.55
6223,27306,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,2.0,57091,57091.0,0.0,0.0,,81.0,1436109.0,0.0,1436109.0,0.0,0.0,10.01,0.18
6224,27321,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,4.0,30240,30240.0,0.0,0.0,,55.0,855946.0,0.0,855946.0,0.0,0.0,5.97,0.2
